"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","淡水","Tamsui",,,,,
"02","紅樹林","Hongshulin",,,,,
"03","竹圍","Zhuwei",,,,,
"04","關渡","Guandu",,,,,
"05","忠義","Zhongyi",,,,,
"06","復興崗","Fuxinggang",,,,,
"07","北投","Beitou",,,,,
"08","奇岩","Qiyan",,,,,
"09","唭哩岸","Qilian",,,,,
"0a","石牌","Shipai",,,,,
"0b","明德","Mingde",,,,,
"0c","芝山","Zhishan",,,,,
"0d","士林","Shilin",,,,,
"0e","劍潭","Jiantan",,,,,
"0f","圓山","Yuanshan",,,,,
"0g","民權西路","Minquan West Road",,,,,
"0h","雙連","Shuanglian",,,,,
"0i","中山","Zhongshan",,,,,
"0j","台北車站","Taipei Main Station",,,,,
"0k","台大醫院","National Taiwan University Hospital",,,,,
"0l","中正紀念堂","Chiang Kai-Shek Memorial Hall",,,,,
